"","common_name","profile"
"26706","Beta.Pinene","resinous, resin, turpentine, green, hay, woody, pine, dry"
"26707","hydrogen.peroxide","bitter"
"26708","Carveol","caraway, minty, spearmint, fresh"
"26709","Isoeugenol","carnation, clove, floral, sweet, woody, flower, spicy, phenolic"
"26710","X....alpha.Terpineol","oil, mint, citrus, lilac, floral, woody, anise, terpene, pine"
"26711","X4..Methoxyacetophenone","butter, caramel, powdery, balsamic, vanilla, anisic, bitter, sweet, hawthorn, acacia"
"26712","Phenethyl.acetate","tobacco, rose, floral, sweet, honey, fruity, tropical"
"26713","Salicylaldehyde","cooling, medical, wintergreen, spicy, cinnamon"
"26714","Sinapic.Acid","odorless"
"26715","Cyclopentanone","minty"
"26716","dimethyl.sulfoxide","cheesy, garlic, bitter, fatty, oily, mushroom"
"26717","X2.Isopropyl.5.methylcyclohexanone","mint, fresh, peppermint, sweet, cool, minty, green"
"26718","X....Epigallocatechin.gallate","bitter"
"26719","o.cresol","phenol, musty, medicinal, phenolic"
"26720","X....Epicatechin.gallate","bitter"
"26721","cis.3.Hexenyl.isovalerate","apple, pineapple, fresh, tropical, fruity, green"
"26722","X2.6.Dimethylpyridine","bready, oily, woody, cocoa, nutty, amine"
"26723","succinic.acid","sour, odorless"
"26724","X2.Ethylhexan.1.ol","citrus, rose, fresh, floral, oily, sweet, green"
"26725","Geranylacetone","magnolia, rose, fresh, floral, aldehydic, fruity, leaf, green"
"26726","phenylacetaldehyde","hawthorne, green, bitter, floral, sweet, cocoa, honey, peanut, hyacinth, clover, grapefruit"
"26727","Geranic.Acid","lemon, moldy, feet, acidic, dry, woody, weedy, green"
"26728","trans.2.Hexen.1.Ol","leafy, alcohol, pepper, wine, green, fresh, fruit, unripe banana, fruity, leaf, walnut"
"26729","cis.Jasmone","jasmine, jasmin, herbal, floral, woody, celery, spicy"
"26730","X3.Methyl.1.butanol","oil, alcoholic, burnt, whiskey, malt, banana, fusel, fruity"
"26731","Perillaldehyde","mint, spice, fat, herbal, fresh, oily, fatty, sweet, cherry, grassy, cumin, green"
"26732","valofin","cooling, bitter, woody, sweet, fruity"
"26733","X....Linalool","fresh, floral, woody, natural, lavender, deep"
"26734","Delta.Dodecalactone","peach, butter, coconut, fresh, oily, fruit, sweet, creamy, metallic, buttery, cheese"
"26735","X2..4.Hydroxyphenyl.ethanol","floral, sweet, fruity, mild"
"26736","X....delta.Cadinene","herbal, woody, thyme, wood, medicine, dry"
"26737","Citronellic.acid","smoky, fatty, floral, grassy, green"
"26738","Tributyrin","bitter, waxy, fatty, creamy, cheese"
"26739","calcium.lactate","odorless"
"26740","isoliquiritigenin","bitter"
"26741","Crypton","spice, herbal, caraway, woody, cumin"
"26742","Naringen","bland"
"26743","Myrtenyl.acetate",""
"26744","X2.Methylbutanoic.acid","sour, sweat, acid, strawberry, roquefort cheese, pungent, cheese"
"26745","Piperitenone","minty, sharp, phenolic"
"26746","Bovolide","minty, herbal, spicy"
"26747","X3.Methylbutanal","peach, sour, chocolate, ethereal, malt, fatty, aldehydic"
"26748","X3.methylthiopropanol","sulfurous, potato, onion, vegetable, sweet, soup"
"26749","Piperitone","mint, herbal, fresh, fruit, sweet, minty, medicinal, camphor"
"26750","Citral","lemon, mint, citrus, sharp, bitter, sweet"
"26751","Isobutyric.Acid","rancid, butter, strawberry, cheese"
"26752","X2.Ethylfuran","earthy, sweet, burnt, malty"
"26753","X3.Octanol","citrus, nut, moss, herbal, earthy, woody, melon, minty, mushroom, spicy"
"26754","Methyl.Acetate","ether, fruity, bitter, sweet"
"26755","X3.4.Dihydroxybenzoic.Acid","phenolic, balsamic, mild"
"26756","nicotine","bitter"
"26757","Camphene","fir needle, woody, herbal, camphor"
"26758","X1.4.Dimethoxybenzene","fennel, new mown hay, bitter, sweet, green"
"26759","Isovaleric.Acid","sour, sweat, acid, stinky, sweaty, animal, rancid, tropical, feet, cheese"
"26760","X3.Methylcyclohexanone","camphoraceous, minty, medicinal, camphor"
"26761","CID.644104","grassy, very mild"
"26762","X1.Nonanol","orange, rose, wet, fat, fresh, bitter, fatty, floral, oily, clean, dusty, green"
"26763","Taxifolin","bitter"
"26764","X2.Phenylethyl.pentanoate","rose, fruity, leaf"
"26765","Carvone","mint, licorice, fennel, basil, minty"
"26766","Menthone","herbal, peppermint, bitter, menthol, camphoraceous, raspberry, deep, camphor"
"26767","cis.3.Hexenyl.acetate","apple, fresh, banana, sweet, fruity, grassy, green"
"26768","X3.4.Dimethoxybenzaldehyde","caramel, vanilla, creamy, sweet, woody, cherry, minty"
"26769","p.Menthane","pine"
"26770","Isopulegone","herbal, fresh, peppermint"
"26771","Phenethyl.butyrate","yeast, strawberry, floral, musty, sweet"
"26772","P.Cymene","solvent, citrus, spice, gasoline, fresh, woody, terpene"
"26773","X6.Methyl.5.Hepten.2.One","rubber, hazelnut, citrus, apple, lemongrass, pepper, bitter, musty, nutty, mushroom, green"
"26774","Isoamyl.propionate","pineapple, tomato, banana, ripe, bitter, fruit, sweet, fruity, tropical"
"26775","hydrogen.cyanide","bitter"
"26776","Methyl.isovalerate","strong, pineapple, apple, fruity"
"26777","Pyruvic.acid","acetic, sour, sharp, caramellic"
"26778","trans.Anethole","licorice, sweet, anise, balsam, mimosa"
"26779","Ethyl.Acetate","pineapple, ethereal, sweet, anise, fruity, balsam, weedy, green"
"26780","X4.Hexen.3.One","ethereal, pungent, tropical, metallic, spicy, green"
"26781","X....Carvone","mint, herbal, sweet, minty, spearmint"
"26782","X....Pulegone",""
"26783","X.4R.4aR..1.1.4.7.tetramethyl.1a.2.3.4.4a.5.6.7b.octahydrocyclopropa.e.azulene","balsam, wood, balsamic"
"26784","Guaiene","guaiacwood, powdery, spice, sweet, woody, wood, spicy, dry"
"26785","Phytol","powdery, delicate, waxy, floral, balsam, flower"
"26786","Myrcene","peppery, spice, balsamic, must, balsam, terpene, spicy, plastic"
"26787","Heptanal","citrus, ozone, fat, herbal, fresh, wine-lee, rancid, fatty, aldehydic, green"
"26788","Alpha.Pinene","harsh, turpentine, minty, fresh, earthy, sweet, woody, terpene, pine, camphor"
"26789","D.Lactic.acid","acidic, odorless"
"26790","X4.hydroxybenzaldehyde","woody, sweet, balsam, nutty, almond"
"26791","X4.isopropylbenzyl.alcohol","spicy, herb, herbal, leather, caraway, strong, wood, cumin"
"26792","p.coumaric.acid","balsam, balsamic"
"26793","Linalool","lemon, citrus, orange, floral, sweet, woody, blueberry, bois de rose, lavender, flower, green"
"26794","Carvacrol","woody, thymol, spice, camphor"
"26795","coumarin","new mown hay, bitter, green, sweet, tonka"
"26796","Thymol","herbal, thyme, camphor, medicinal, phenolic"
"26797","Methyl.Benzoate","prune, cananga, floral, wintergreen, lettuce, sweet, almond, herb, phenolic"
"26798","X3.Hexanone","ether, waxy, grape, sweet, rum, fruity"
"26799","Isoamyl.Isovalerate","apple, jammy, ripe, sweet, fruity, tropical, mango, green"
"26800","Alpha.Methylcinnamaldehyde",""
"26801","Geraniol","citrus, rose, waxy, floral, sweet, fruity, geranium"
"26802","Carvyl.Acetate","sweet, fruity, minty, spearmint, green"
"26803","X2.Ethyl.4.hydroxy.5.methyl.3.2H..furanone","butterscotch, caramel, sweet, candy"
"26804","Phlorizin","bitter"
"26805","Terpinolene","citrus, fresh, sweet, woody, pine, plastic"
"26806","X....Epigallocatechin","bitter"
"26807","X2.Methylbutyl.isovalerate","apple, herbal, green, earthy, fruity, soapy, cheese"
"26808","X3.Octyl.acetate",""
"26809","methanethiol","sulfur, garlic, gasoline, decomposing cabbage"
"26810","X80417.97.6","hay, coconut, coumarin, tonka"
"26811","Cedrol","soft, cedarwood, sweet, woody, dry"
"26812","DL.Liquiritigenin","bitter"
"26813","alpha.Methyl.cinnamaldehyde","cassia, sweet, spicy, cinnamon"
"26814","X....Mintlactone",""
"26815","Menthyl.acetate","camphoraceous, orange, raspberry, melon"
"26816","Beta.Caryophyllene","spice, clove, sweet, woody, wood, dry"
"26817","Phenylethyl.isovalerate","peach, apricot, rose, bitter, floral, sweet, fruity"
"26818","Hexanal","leafy, grass, sweaty, tallow, fat, fresh, fatty, fruity, aldehydic, green"
"26819","X2.Methyl.1.Butanol","roasted, onion, malt, wine, fruity"
"26820","Menthyl.isovalerate",""
"26821","guaiacol","spice, vanilla, smoky, sweet, woody, phenolic, medicine, medicinal, smoke"
"26822","cinnamyl.alcohol","powdery, cinnamic, sweet, balsam, hyacinth, spicy, green"
"26823","Ethyl.Vinyl.Ketone","peppery, mustard, garlic, onion, fish, pungent"
"26824","Nerolidol","citrus, wax, waxy, floral, woody, wood, flower, green"
"26825","Menthofuran","musty, earthy, coffee, pungent, nutty"
"26826","Beta.Ionone","violet, orange, powdery, jam, seaweed, floral, woody, orris, raspberry, flower, dry"
"26827","betaine","bland"
"26828","Eucalyptol","mint, pepper, herbal, eucalyptus, sweet, camphor"
"26829","Piperitol","herbal, herb"
"26830","Pulegone","lime, herbal, buchu, fresh, peppermint, minty, camphor"
"26831","Phenylacetic.Acid","honeysuckle, sour, waxy, floral, sweet, honey, civet, flower"
"26832","cis.3.Hexenal","apple, fatty, fruity, leaf, grassy, weedy, green"
"26833","cinnamaldehyde","spice, warm, red hots, paint, clove, sweet, candy, cinnamon"
"26834","X....Epicatechin","bitter"
"26835","X2.Heptanone","coconut, soap, herbal, sweet, woody, fruity, spicy, cinnamon"
"26836","X2.Phenylethanol","spice, rose, lilac, rose dried, rose flower, bitter, floral, rose water, honey"
"26837","Terpinen.4.ol","must, pepper, turpentine, musty, woody, sweet, nutmeg, earth"
"26838","Ocimene","citrus, herbal, sweet, woody, tropical, terpene, herb, green"
"26839","X....Neomenthol","camphoraceous, minty, sweet, mentholic"
"26840","NSC5112","bitter"
"26841","Rose.oxide","red rose, fresh, geranium, spicy, green"
"26842","apigenin","bitter"
"26843","Methyl.2.methylbutyrate","apple, tutti frutti, fatty, sweet, fruity, green"
"26844","octanoic.acid","cheesy, sweat, vegetable, waxy, fatty, rancid, oily, cheese"
"26845","thiamine","bitter"
"26846","X3.Phenylpropanoic.acid","balsamic, rose, fatty, sweet, musk, cinnamon"
"26847","Sabinene.hydrate","minty, eucalyptus, terpene, green"
"26848","Propionaldehyde","solvent, alcohol, whiskey, wine, earthy, cocoa, pungent, nutty"
"26849","Myrtenal","lime, spice, jam, pepper, sweet, tonka, terpene, camphor, spicy, cinnamon"
"26850","X.E..gamma.Bisabolene","citrus, myrrh, opoponax, balsam, spicy"
"26851","Acrolein","cherry, almond"
"26852","indole","burnt, jasmine, mothball, animal, fishy, floral, moth ball, naphthelene, honey, fecal"
"26853","Myrtenol","mint, medical, woody, sweet, balsam, pine"
"26854","X2.3.butanedione","butter, caramel, oily, creamy, sweet, pungent, strong"
"26855","Cinnamic.Acid","storax, sweet, honey, balsam"
"26856","Farnesal","floral, minty"
"26857","X102.19.2","chocolate, castoreum, jasmine, animal, cocoa, sweet, honey, balsam, mango"
"26858","X3.4.Dihydroxybenzaldehyde","almond, medical, bitter, dry"
"26859","Benzyl.Salicylate","herbal, oily, sweet, clean, balsam"
"26860","nerol","citrus, magnolia, neroli, bitter, sweet, natural"
"26861","farnesol","orange, linden, mild, clove, fresh, waxy, floral, muguet, sweet, anise, lily, balsam, angelica, pear, grapefruit"
"26862","Daidzin","bitter"
"26863","X2.Methylbutyraldehyde","musty, coffee, cocoa, nutty, almond"
"26864","alpha.Cadinene","woody, dry"
"26865","Cedr.8.ene","sweet, woody, fresh, cedar"
"26866","Pentyl.valerate","apple, fruity, ripe"
"26867","Methyl.jasmonate",""
"26868","Methyl.jasmonate","magnolia, jasmine, fresh, waxy, floral, oily, melon, petal"
"26869","kaempferol","bitter"
"26870","Dipentene","lemon, citrus, orange, herbal, woody, terpene, citric, camphor"
"26871","X.1aR.4S.4aS.7R.7aS..1.1.4.7.tetramethyl.2.3.4a.5.6.7.7a.7b.octahydro.1aH.cyclopropa.e.azulen.4.ol","herbal, sweet, fruity, tropical, minty, green"
"26872","P.Menth.1.en.9.yl.acetate","spicy, warm, herbal, fruit, fruity, herb"
"26873","D.mannitol","odorless"
"26874","Gamma.Terpinene","lemon, lime, gasoline, herbal, turpentine, bitter, oily, woody, tropical, terpene"
"26875","indole.3.acetic.acid","sour, odorless, mild"
"26876","X1.Pyrroline","shrimp, ammoniacal"
"26877","Perilla.alcohol","fatty, terpineol, linalool, green"
"26878","Geranyl.Acetate","rose, waxy, bitter, floral, lavender, green"
"26879","X3.Heptanol","bitter, powerful, herbal, herb"
"26880","Dihydrocarvone","warm, powerful, herbal, minty, spearmint"
"26881","Allyl.Alcohol","mustard, pungent"
"26882","Cianidanol","bitter"
"26883","X58461.27.1","herbal, herb"
"26884","Alpha.Terpinene","lemon, citrus, herbal, woody, camphoraceous, terpene, medicinal"
"26885","dimethyl.sulfide","sulfur, sulfurous, cabbage, onion, gasoline, vegetable, sulfury, sweet corn, tomato, radish, wild, green"
"26886","l.Menthol","cooling, tobacco, mentholic, peppermint, camphoraceous, minty"
"26887","P.Cresol","smoke, animal, narcissus, phenol, mimosa, medicine, medicinal, phenolic"
"26888","naringenin","bitter"
"26889","Isobutyraldehyde","malt, fresh, floral, pungent, aldehydic, green"
"26890","Jasmine.lactone",""
"26891","X5.Methyl.2.phenyl.2.hexenal","chocolate, bitter, butyric, cocoa, sweet, fruity, aldehydic, nut skin, green"
"26892","X3..Methylthio.propionaldehyde","potato, vegetable, tomato, fishy, musty, earthy, creamy, peanut, cooked potato, beef"
"26893","Octanal","lemon, citrus, soap, orange peel, fat, waxy, fatty, aldehydic, green"
"26894","Benzyl.Benzoate","oil, pineapple, balsamic, herbal, strawberry, oily, faint, sweet, balsam, cherry, almond, herb, cheese"
"26895","alpha.Thujone","bitter, cedarleaf"
"26896","trans.3.Hexen.1.ol","moss, bitter, fresh, fatty, earthy, intensely, green"
"26897","Neral","lemon, lemon peel, sweet, citral"
"26898","X....Limonene","peppery, herbal, camphoraceous, terpene, pine"
"26899","Diosphenol","leaves, minty, buchu, blackcurrant"
"26900","X3.Methyl.2.butenal","brown, sweet, pungent, fruity, cherry, nutty, almond"
"26901","X3.Pentanone","ethereal, acetone, ether"
"26902","X5.Ethyl.2.methylpyridine","raw, roasted, potato, earthy, strong, nutty"
"26903","D.Limonene","mint, lemon, citrus, orange, fresh, sweet"
"26904","p.Menthan.2.ol",""
"26905","acetone","solvent, apple, pear, ethereal"
"26906","X2.Butanone","ethereal, ether, fruity, acetone, camphor"
"26907","beta.cis.farnesene","wood, citrus, sweet, woody"
"26908","luteolin","bitter"
"26909","X4.methyl.2.phenylpent.2.enal",""
"26910","X2.METHYLBUTYL.2.METHYLBUTYRATE","apple, berry, waxy, ester, sweet, fruity, green"
"26911","coumarin","new mown hay, bitter, green, sweet, tonka"
"26912","Methyl.Benzoate","prune, cananga, floral, wintergreen, lettuce, sweet, almond, herb, phenolic"
"26913","Vanillic.acid","powdery, vanilla, bean, milky, sweet, creamy, dairy"
"26914","X3.Hexanone","ether, waxy, grape, sweet, rum, fruity"
"26915","Geraniol","citrus, rose, waxy, floral, sweet, fruity, geranium"
"26916","alpha.Maltose","odorless"
"26917","X2.Ethyl.4.hydroxy.5.methyl.3.2H..furanone","butterscotch, caramel, sweet, candy"
"26918","Phlorizin","bitter"
"26919","X....Epigallocatechin","bitter"
"26920","methanethiol","sulfur, garlic, gasoline, decomposing cabbage"
"26921","daidzein","bitter"
"26922","benzaldehyde","strong, sharp, burnt sugar, bitter, sweet, cherry, almond"
"26923","benzyl.alcohol","berry, balsamic, rose, floral, walnut, sweet, cherry, phenolic, flower, grapefruit"
"26924","alpha.L.Sorbopyranose","bitter"
"26925","DL.Liquiritigenin","bitter"
"26926","phloretin","odorless"
"26927","resveratrol","bitter"
"26928","Hexanal","leafy, grass, sweaty, tallow, fat, fresh, fatty, fruity, aldehydic, green"
"26929","Linamarin","bitter"
"26930","X2.Methyl.1.Butanol","roasted, onion, malt, wine, fruity"
"26931","X1.octanol","burnt, orange, rose, waxy, chemical, metal, aldehydic, mushroom, green"
"26932","Heptanoic.Acid","sour, cheesy, sweat, rancid, cheese"
"26933","salicylic.acid","nutty, faint, phenolic"
"26934","vanillin","vanilla, chocolate, sweet, creamy"
"26935","Dimethyl.disulfide","citrus, cabbage, sulfurous, putrid, wine_like, onion, vegetable, fatty, floral, earthy, woody, fruity, herbaceous, nutty, meaty, spicy, green"
"26936","X.Z..cinnamyl.alcohol","oil, powdery, cinnamic, bitter, sweet, balsam, hyacinth, spicy, green"
"26937","cinnamyl.alcohol","powdery, cinnamic, sweet, balsam, hyacinth, spicy, green"
"26938","Ethyl.Vinyl.Ketone","peppery, mustard, garlic, onion, fish, pungent"
"26939","hydrogen.peroxide","bitter"
"26940","Tangeretin","bitter"
"26941","Isoeugenol","carnation, clove, floral, sweet, woody, flower, spicy, phenolic"
"26942","betaine","bland"
"26943","Phenethyl.acetate","tobacco, rose, floral, sweet, honey, fruity, tropical"
"26944","Phenylacetic.Acid","honeysuckle, sour, waxy, floral, sweet, honey, civet, flower"
"26945","cis.3.Hexenal","apple, fatty, fruity, leaf, grassy, weedy, green"
"26946","cinnamaldehyde","spice, warm, red hots, paint, clove, sweet, candy, cinnamon"
"26947","X4..Methylacetophenone","hawthorne, acetophenone, coumarin, sweet, bitter almond, hawthorn, cherry, mimosa"
"26948","X....Epicatechin","bitter"
"26949","Sinapic.Acid","odorless"
"26950","Cyclopentanone","minty"
"26951","X2.Isopropyl.5.methylcyclohexanone","mint, fresh, peppermint, sweet, cool, minty, green"
"26952","X....Epigallocatechin.gallate","bitter"
"26953","X....Epicatechin.gallate","bitter"
"26954","X2.Phenylethanol","spice, rose, lilac, rose dried, rose flower, bitter, floral, rose water, honey"
"26955","X....Neomenthol","camphoraceous, minty, sweet, mentholic"
"26956","succinic.acid","sour, odorless"
"26957","Allyl.Isothiocyanate","sulfur, mustard, garlic, bitter, pungent, strong"
"26958","NSC5112","bitter"
"26959","Nonanal","citrus, lime, orange peel, rose, fat, green, fishy, waxy, fresh, fatty, peely, aldehydic, orris, grapefruit"
"26960","Dimethyl.trisulfide","sulfur, cabbage, sulfurous, onion, fish, savory, meaty, cooked"
"26961","apigenin","bitter"
"26962","phenylacetaldehyde","hawthorne, green, bitter, floral, sweet, cocoa, honey, peanut, hyacinth, clover, grapefruit"
"26963","trans.2.Hexen.1.Ol","leafy, alcohol, pepper, wine, green, fresh, fruit, unripe banana, fruity, leaf, walnut"
"26964","thiamine","bitter"
"26965","X3.Phenylpropanoic.acid","balsamic, rose, fatty, sweet, musk, cinnamon"
"26966","X3.Methyl.1.butanol","oil, alcoholic, burnt, whiskey, malt, banana, fusel, fruity"
"26967","Propionaldehyde","solvent, alcohol, whiskey, wine, earthy, cocoa, pungent, nutty"
"26968","Hexyl.acetate","apple, banana, bitter, fruit, sweet, fruity, herb, green"
"26969","X2..4.Hydroxyphenyl.ethanol","floral, sweet, fruity, mild"
